%#################################################################
Title:        Basenet Report
Design:       lasp
Date:         Mar 26 12:09:23 2021
%#################################################################


%
Base nets and synonyms for lasp_lib.LASP(@lasp_lib.lasp(sch_1))
%

Base Signal         	Synonyms                                                    	Location([Zone][dir])         
FEB_MX_R_P<5>       	FEB_MX_R_P<5> - @lasp_lib.LASP                              	 57B2 60C1                    
FEB_MX_R_P<6>       	FEB_MX_R_P<6> - @lasp_lib.LASP                              	 57B2 60C1                    
FEB_MX_R_P<7>       	FEB_MX_R_P<7> - @lasp_lib.LASP                              	 57B2 60C1                    
FEB_MX_R_P<8>       	FEB_MX_R_P<8> - @lasp_lib.LASP                              	 57B3 60B3                    
FEB_MX_R_P<9>       	FEB_MX_R_P<9> - @lasp_lib.LASP                              	 57B3 60B3                    
FEB_MX_R_P<10>      	FEB_MX_R_P<10> - @lasp_lib.LASP                             	 57B3 60B3                    
FEB_MX_R_P<11>      	FEB_MX_R_P<11> - @lasp_lib.LASP                             	 57B3 60B3                    
FEB_MX_R_P<12>      	FEB_MX_R_P<12> - @lasp_lib.LASP                             	 57C3 60B3                    
FEB_MX_R_P<13>      	FEB_MX_R_P<13> - @lasp_lib.LASP                             	 57B3 60B3                    
FEB_MX_R_P<14>      	FEB_MX_R_P<14> - @lasp_lib.LASP                             	 57A3 60C3                    
FEB_MX_R_P<15>      	FEB_MX_R_P<15> - @lasp_lib.LASP                             	 57A3 60C3                    
FEB_MX_R_P<16>      	FEB_MX_R_P<16> - @lasp_lib.LASP                             	 57B3 60C3                    
FEB_MX_R_P<17>      	FEB_MX_R_P<17> - @lasp_lib.LASP                             	 57B3 60C3                    
FEB_MX_R_P<18>      	FEB_MX_R_P<18> - @lasp_lib.LASP                             	 57A3 60C3                    
FEB_MX_R_P<19>      	FEB_MX_R_P<19> - @lasp_lib.LASP                             	 57C3 60C3                    
FEB_MX_R_P<20>      	FEB_MX_R_P<20> - @lasp_lib.LASP                             	 57C5 60B4                    
FEB_MX_R_P<21>      	FEB_MX_R_P<21> - @lasp_lib.LASP                             	 57C5 60B4                    
FEB_MX_R_P<22>      	FEB_MX_R_P<22> - @lasp_lib.LASP                             	 57C5 60B4                    
FEB_MX_R_P<23>      	FEB_MX_R_P<23> - @lasp_lib.LASP                             	 57C5 60B4                    
FEB_MX_R_P<24>      	FEB_MX_R_P<24> - @lasp_lib.LASP                             	 57C5 60B4                    
FEB_MX_R_P<25>      	FEB_MX_R_P<25> - @lasp_lib.LASP                             	 57C5 60B4                    
FEB_MX_R_P<26>      	FEB_MX_R_P<26> - @lasp_lib.LASP                             	 57C5 60C4                    
FEB_MX_R_P<27>      	FEB_MX_R_P<27> - @lasp_lib.LASP                             	 57B5 60C4                    
FEB_MX_R_P<28>      	FEB_MX_R_P<28> - @lasp_lib.LASP                             	 57B5 60C4                    
FEB_MX_R_P<29>      	FEB_MX_R_P<29> - @lasp_lib.LASP                             	 57B5 60C4                    
FEB_MX_R_P<30>      	FEB_MX_R_P<30> - @lasp_lib.LASP                             	 57B5 60C4                    
FEB_MX_R_P<31>      	FEB_MX_R_P<31> - @lasp_lib.LASP                             	 57B5 60C4                    
FEB_MX_R_P<32>      	FEB_MX_R_P<32> - @lasp_lib.LASP                             	 57C6 60B6                    
FEB_MX_R_P<33>      	FEB_MX_R_P<33> - @lasp_lib.LASP                             	 57C6 60B6                    
FEB_MX_R_P<34>      	FEB_MX_R_P<34> - @lasp_lib.LASP                             	 57B6 60B6                    
FEB_MX_R_P<35>      	FEB_MX_R_P<35> - @lasp_lib.LASP                             	 57B6 60B6                    
FEB_MX_R_P<36>      	FEB_MX_R_P<36> - @lasp_lib.LASP                             	 57B6 60B6                    
FEB_MX_R_P<37>      	FEB_MX_R_P<37> - @lasp_lib.LASP                             	 57B6 60B6                    
FEB_MX_R_P<38>      	FEB_MX_R_P<38> - @lasp_lib.LASP                             	 57B6 60C6                    
FEB_MX_R_P<39>      	FEB_MX_R_P<39> - @lasp_lib.LASP                             	 57B6 60C6                    
FEB_MX_R_P<40>      	FEB_MX_R_P<40> - @lasp_lib.LASP                             	 57B6 60C6                    
FEB_MX_R_P<41>      	FEB_MX_R_P<41> - @lasp_lib.LASP                             	 57A6 60C6                    
FEB_MX_R_P<42>      	FEB_MX_R_P<42> - @lasp_lib.LASP                             	 57A6 60C6                    
FEB_MX_R_P<43>      	FEB_MX_R_P<43> - @lasp_lib.LASP                             	 57A6 60C6                    
FEB_SX_L_N<0>       	FEB_SX_L_N<0> - @lasp_lib.LASP                              	 77B2 80B3                    
FEB_SX_L_N<1>       	FEB_SX_L_N<1> - @lasp_lib.LASP                              	 77B2 80B3                    
FEB_SX_L_N<2>       	FEB_SX_L_N<2> - @lasp_lib.LASP                              	 77B2 80C3                    
FEB_SX_L_N<3>       	FEB_SX_L_N<3> - @lasp_lib.LASP                              	 77B2 80C3                    
FEB_SX_L_N<4>       	FEB_SX_L_N<4> - @lasp_lib.LASP                              	 77B2 80C3                    
FEB_SX_L_N<5>       	FEB_SX_L_N<5> - @lasp_lib.LASP                              	 77C2 80C3                    
FEB_SX_L_N<6>       	FEB_SX_L_N<6> - @lasp_lib.LASP                              	 77C2 80C3                    
FEB_SX_L_N<7>       	FEB_SX_L_N<7> - @lasp_lib.LASP                              	 77C2 80C3                    
FEB_SX_L_N<8>       	FEB_SX_L_N<8> - @lasp_lib.LASP                              	 77A3 80B1                    
FEB_SX_L_N<9>       	FEB_SX_L_N<9> - @lasp_lib.LASP                              	 77A3 80B1                    
FEB_SX_L_N<10>      	FEB_SX_L_N<10> - @lasp_lib.LASP                             	 77A3 80B1                    
FEB_SX_L_N<11>      	FEB_SX_L_N<11> - @lasp_lib.LASP                             	 77A3 80B1                    
FEB_SX_L_N<12>      	FEB_SX_L_N<12> - @lasp_lib.LASP                             	 77B3 80B1                    
FEB_SX_L_N<13>      	FEB_SX_L_N<13> - @lasp_lib.LASP                             	 77A3 80B1                    
FEB_SX_L_N<14>      	FEB_SX_L_N<14> - @lasp_lib.LASP                             	 77B3 80C1                    
FEB_SX_L_N<15>      	FEB_SX_L_N<15> - @lasp_lib.LASP                             	 77B3 80C1                    
FEB_SX_L_N<16>      	FEB_SX_L_N<16> - @lasp_lib.LASP                             	 77B3 80C1                    
FEB_SX_L_N<17>      	FEB_SX_L_N<17> - @lasp_lib.LASP                             	 77B3 80C1                    
FEB_SX_L_N<18>      	FEB_SX_L_N<18> - @lasp_lib.LASP                             	 77B3 80C1                    
FEB_SX_L_N<19>      	FEB_SX_L_N<19> - @lasp_lib.LASP                             	 77B3 80C1                    
FEB_SX_L_N<20>      	FEB_SX_L_N<20> - @lasp_lib.LASP                             	 77B5 80B6                    
FEB_SX_L_N<21>      	FEB_SX_L_N<21> - @lasp_lib.LASP                             	 77B5 80B6                    
FEB_SX_L_N<22>      	FEB_SX_L_N<22> - @lasp_lib.LASP                             	 77B5 80B6                    
FEB_SX_L_N<23>      	FEB_SX_L_N<23> - @lasp_lib.LASP                             	 77B5 80B6                    
FEB_SX_L_N<24>      	FEB_SX_L_N<24> - @lasp_lib.LASP                             	 77B5 80B6                    
FEB_SX_L_N<25>      	FEB_SX_L_N<25> - @lasp_lib.LASP                             	 77C5 80B6                    
FEB_SX_L_N<26>      	FEB_SX_L_N<26> - @lasp_lib.LASP                             	 77C5 80C6                    
FEB_SX_L_N<27>      	FEB_SX_L_N<27> - @lasp_lib.LASP                             	 77C5 80C6                    
FEB_SX_L_N<28>      	FEB_SX_L_N<28> - @lasp_lib.LASP                             	 77C5 80C6                    
FEB_SX_L_N<29>      	FEB_SX_L_N<29> - @lasp_lib.LASP                             	 77C5 80C6                    
FEB_SX_L_N<30>      	FEB_SX_L_N<30> - @lasp_lib.LASP                             	 77C5 80C6                    
FEB_SX_L_N<31>      	FEB_SX_L_N<31> - @lasp_lib.LASP                             	 77C5 80C6                    
FEB_SX_L_N<32>      	FEB_SX_L_N<32> - @lasp_lib.LASP                             	 77A6 80B4                    
FEB_SX_L_N<33>      	FEB_SX_L_N<33> - @lasp_lib.LASP                             	 77B6 80B4                    
FEB_SX_L_N<34>      	FEB_SX_L_N<34> - @lasp_lib.LASP                             	 77A6 80B4                    
FEB_SX_L_N<35>      	FEB_SX_L_N<35> - @lasp_lib.LASP                             	 77B6 80B4                    
FEB_SX_L_N<36>      	FEB_SX_L_N<36> - @lasp_lib.LASP                             	 77A6 80B4                    
FEB_SX_L_N<37>      	FEB_SX_L_N<37> - @lasp_lib.LASP                             	 77B6 80B4                    
FEB_SX_L_N<38>      	FEB_SX_L_N<38> - @lasp_lib.LASP                             	 77A6 80C4                    
FEB_SX_L_N<39>      	FEB_SX_L_N<39> - @lasp_lib.LASP                             	 77B6 80C4                    
FEB_SX_L_N<40>      	FEB_SX_L_N<40> - @lasp_lib.LASP                             	 77B6 80C4                    
FEB_SX_L_N<41>      	FEB_SX_L_N<41> - @lasp_lib.LASP                             	 77B6 80C4                    
FEB_SX_L_N<42>      	FEB_SX_L_N<42> - @lasp_lib.LASP                             	 77B6 80C4                    
FEB_SX_L_N<43>      	FEB_SX_L_N<43> - @lasp_lib.LASP                             	 77A6 80C4                    
FEB_SX_L_P<0>       	FEB_SX_L_P<0> - @lasp_lib.LASP                              	 77B2 80B3                    
FEB_SX_L_P<1>       	FEB_SX_L_P<1> - @lasp_lib.LASP                              	 77B2 80B3                    
FEB_SX_L_P<2>       	FEB_SX_L_P<2> - @lasp_lib.LASP                              	 77B2 80C3                    
FEB_SX_L_P<3>       	FEB_SX_L_P<3> - @lasp_lib.LASP                              	 77B2 80C3                    
FEB_SX_L_P<4>       	FEB_SX_L_P<4> - @lasp_lib.LASP                              	 77B2 80C3                    
FEB_SX_L_P<5>       	FEB_SX_L_P<5> - @lasp_lib.LASP                              	 77C2 80C3                    
FEB_SX_L_P<6>       	FEB_SX_L_P<6> - @lasp_lib.LASP                              	 77C2 80C3                    
FEB_SX_L_P<7>       	FEB_SX_L_P<7> - @lasp_lib.LASP                              	 77C2 80C3                    
FEB_SX_L_P<8>       	FEB_SX_L_P<8> - @lasp_lib.LASP                              	 77A3 80B1                    
FEB_SX_L_P<9>       	FEB_SX_L_P<9> - @lasp_lib.LASP                              	 77A3 80B1                    
FEB_SX_L_P<10>      	FEB_SX_L_P<10> - @lasp_lib.LASP                             	 77A3 80B1                    
FEB_SX_L_P<11>      	FEB_SX_L_P<11> - @lasp_lib.LASP                             	 77A3 80B1                    
FEB_SX_L_P<12>      	FEB_SX_L_P<12> - @lasp_lib.LASP                             	 77B3 80B1                    
FEB_SX_L_P<13>      	FEB_SX_L_P<13> - @lasp_lib.LASP                             	 77B3 80B1                    
FEB_SX_L_P<14>      	FEB_SX_L_P<14> - @lasp_lib.LASP                             	 77B3 80C1                    
FEB_SX_L_P<15>      	FEB_SX_L_P<15> - @lasp_lib.LASP                             	 77B3 80C1                    
FEB_SX_L_P<16>      	FEB_SX_L_P<16> - @lasp_lib.LASP                             	 77B3 80C1                    
FEB_SX_L_P<17>      	FEB_SX_L_P<17> - @lasp_lib.LASP                             	 77B3 80C1                    
FEB_SX_L_P<18>      	FEB_SX_L_P<18> - @lasp_lib.LASP                             	 77C3 80C1                    
FEB_SX_L_P<19>      	FEB_SX_L_P<19> - @lasp_lib.LASP                             	 77B3 80C1                    
FEB_SX_L_P<20>      	FEB_SX_L_P<20> - @lasp_lib.LASP                             	 77B5 80B6                    
FEB_SX_L_P<21>      	FEB_SX_L_P<21> - @lasp_lib.LASP                             	 77B5 80B6                    
FEB_SX_L_P<22>      	FEB_SX_L_P<22> - @lasp_lib.LASP                             	 77B5 80B6                    
FEB_SX_L_P<23>      	FEB_SX_L_P<23> - @lasp_lib.LASP                             	 77B5 80B6                    
FEB_SX_L_P<24>      	FEB_SX_L_P<24> - @lasp_lib.LASP                             	 77C5 80B6                    
FEB_SX_L_P<25>      	FEB_SX_L_P<25> - @lasp_lib.LASP                             	 77C5 80B6                    
FEB_SX_L_P<26>      	FEB_SX_L_P<26> - @lasp_lib.LASP                             	 77C5 80C6                    
FEB_SX_L_P<27>      	FEB_SX_L_P<27> - @lasp_lib.LASP                             	 77C5 80C6                    
FEB_SX_L_P<28>      	FEB_SX_L_P<28> - @lasp_lib.LASP                             	 77C5 80C6                    
FEB_SX_L_P<29>      	FEB_SX_L_P<29> - @lasp_lib.LASP                             	 77C5 80C6                    
FEB_SX_L_P<30>      	FEB_SX_L_P<30> - @lasp_lib.LASP                             	 77C5 80C6                    
FEB_SX_L_P<31>      	FEB_SX_L_P<31> - @lasp_lib.LASP                             	 77D5 80C6                    
FEB_SX_L_P<32>      	FEB_SX_L_P<32> - @lasp_lib.LASP                             	 77A6 80B4                    
FEB_SX_L_P<33>      	FEB_SX_L_P<33> - @lasp_lib.LASP                             	 77B6 80B4                    
FEB_SX_L_P<34>      	FEB_SX_L_P<34> - @lasp_lib.LASP                             	 77B6 80B4                    
FEB_SX_L_P<35>      	FEB_SX_L_P<35> - @lasp_lib.LASP                             	 77B6 80B4                    
FEB_SX_L_P<36>      	FEB_SX_L_P<36> - @lasp_lib.LASP                             	 77A6 80B4                    
FEB_SX_L_P<37>      	FEB_SX_L_P<37> - @lasp_lib.LASP                             	 77B6 80B4                    
FEB_SX_L_P<38>      	FEB_SX_L_P<38> - @lasp_lib.LASP                             	 77A6 80C4                    
FEB_SX_L_P<39>      	FEB_SX_L_P<39> - @lasp_lib.LASP                             	 77C6 80C4                    
FEB_SX_L_P<40>      	FEB_SX_L_P<40> - @lasp_lib.LASP                             	 77B6 80C4                    
FEB_SX_L_P<41>      	FEB_SX_L_P<41> - @lasp_lib.LASP                             	 77B6 80C4                    
FEB_SX_L_P<42>      	FEB_SX_L_P<42> - @lasp_lib.LASP                             	 77B6 80C4                    
FEB_SX_L_P<43>      	FEB_SX_L_P<43> - @lasp_lib.LASP                             	 77A6 80C4                    
FEB_SX_R_N<0>       	FEB_SX_R_N<0> - @lasp_lib.LASP                              	 76B2 81B6                    
FEB_SX_R_N<1>       	FEB_SX_R_N<1> - @lasp_lib.LASP                              	 76B2 81B6                    
FEB_SX_R_N<2>       	FEB_SX_R_N<2> - @lasp_lib.LASP                              	 76B2 81C6                    
FEB_SX_R_N<3>       	FEB_SX_R_N<3> - @lasp_lib.LASP                              	 76B2 81C6                    
FEB_SX_R_N<4>       	FEB_SX_R_N<4> - @lasp_lib.LASP                              	 76B2 81C6                    
FEB_SX_R_N<5>       	FEB_SX_R_N<5> - @lasp_lib.LASP                              	 76B2 81C6                    
FEB_SX_R_N<6>       	FEB_SX_R_N<6> - @lasp_lib.LASP                              	 76C2 81C6                    
FEB_SX_R_N<7>       	FEB_SX_R_N<7> - @lasp_lib.LASP                              	 76C2 81C6                    
FEB_SX_R_N<8>       	FEB_SX_R_N<8> - @lasp_lib.LASP                              	 76B3 81B4                    
FEB_SX_R_N<9>       	FEB_SX_R_N<9> - @lasp_lib.LASP                              	 76B3 81B4                    
FEB_SX_R_N<10>      	FEB_SX_R_N<10> - @lasp_lib.LASP                             	 76B3 81B4                    
FEB_SX_R_N<11>      	FEB_SX_R_N<11> - @lasp_lib.LASP                             	 76B3 81B4                    
FEB_SX_R_N<12>      	FEB_SX_R_N<12> - @lasp_lib.LASP                             	 76B3 81B4                    
FEB_SX_R_N<13>      	FEB_SX_R_N<13> - @lasp_lib.LASP                             	 76C3 81B4                    
